pair,base,quote,status,last_updated
STPTBUSD,STPT,BUSD,BREAK,2025-09-16 14:48:48
BETABTC,BETA,BTC,BREAK,2025-09-16 14:48:48
BETABNB,BETA,BNB,BREAK,2025-09-16 14:48:48
BETABUSD,BETA,BUSD,BREAK,2025-09-16 14:48:48
BETAUSDT,BETA,USDT,BREAK,2025-09-16 14:48:48
SHIBAUD,SHIB,AUD,BREAK,2025-09-16 14:48:48
RAREBNB,RARE,BNB,BREAK,2025-09-16 14:48:48
RAREBUSD,RARE,BUSD,BREAK,2025-09-16 14:48:48
AVAXAUD,AVAX,AUD,BREAK,2025-09-16 14:48:48
LUNAAUD,LUNA,AUD,BREAK,2025-09-16 14:48:48
TROYBUSD,TROY,BUSD,BREAK,2025-09-16 14:48:48
FTMETH,FTM,ETH,BREAK,2025-09-16 14:48:48
LAZIOEUR,LAZIO,EUR,BREAK,2025-09-16 14:48:48
LAZIOBTC,LAZIO,BTC,BREAK,2025-09-16 14:48:48
CHESSBTC,CHESS,BTC,BREAK,2025-09-16 14:48:48
CHESSBNB,CHESS,BNB,BREAK,2025-09-16 14:48:48
CHESSBUSD,CHESS,BUSD,BREAK,2025-09-16 14:48:48
FTMAUD,FTM,AUD,BREAK,2025-09-16 14:48:48
FTMBRL,FTM,BRL,BREAK,2025-09-16 14:48:48
SCRTBUSD,SCRT,BUSD,BREAK,2025-09-16 14:48:48
CELOBUSD,CELO,BUSD,BREAK,2025-09-16 14:48:48
FTMRUB,FTM,RUB,BREAK,2025-09-16 14:48:48
NUAUD,NU,AUD,BREAK,2025-09-16 14:48:48
NURUB,NU,RUB,BREAK,2025-09-16 14:48:48
REEFTRY,REEF,TRY,BREAK,2025-09-16 14:48:48
REEFBIDR,REEF,BIDR,BREAK,2025-09-16 14:48:48
DARUSDT,DAR,USDT,BREAK,2025-09-16 14:48:48
DARBUSD,DAR,BUSD,BREAK,2025-09-16 14:48:48
DARBNB,DAR,BNB,BREAK,2025-09-16 14:48:48
DARBTC,DAR,BTC,BREAK,2025-09-16 14:48:48
BNXBTC,BNX,BTC,BREAK,2025-09-16 14:48:48
BNXBNB,BNX,BNB,BREAK,2025-09-16 14:48:48
BNXBUSD,BNX,BUSD,BREAK,2025-09-16 14:48:48
BNXUSDT,BNX,USDT,BREAK,2025-09-16 14:48:48
RGTUSDT,RGT,USDT,BREAK,2025-09-16 14:48:48
RGTBTC,RGT,BTC,BREAK,2025-09-16 14:48:48
RGTBUSD,RGT,BUSD,BREAK,2025-09-16 14:48:48
RGTBNB,RGT,BNB,BREAK,2025-09-16 14:48:48
LAZIOBUSD,LAZIO,BUSD,BREAK,2025-09-16 14:48:48
OXTBUSD,OXT,BUSD,BREAK,2025-09-16 14:48:48
ALGORUB,ALGO,RUB,BREAK,2025-09-16 14:48:48
SHIBUAH,SHIB,UAH,BREAK,2025-09-16 14:48:48
LUNABIDR,LUNA,BIDR,BREAK,2025-09-16 14:48:48
AUDUSDC,AUD,USDC,BREAK,2025-09-16 14:48:48
MOVRBNB,MOVR,BNB,BREAK,2025-09-16 14:48:48
MOVRBUSD,MOVR,BUSD,BREAK,2025-09-16 14:48:48
CITYBTC,CITY,BTC,BREAK,2025-09-16 14:48:48
CITYBNB,CITY,BNB,BREAK,2025-09-16 14:48:48
CITYBUSD,CITY,BUSD,BREAK,2025-09-16 14:48:48
ENSBNB,ENS,BNB,BREAK,2025-09-16 14:48:48
ENSBUSD,ENS,BUSD,BREAK,2025-09-16 14:48:48
SANDETH,SAND,ETH,BREAK,2025-09-16 14:48:48
MATICETH,MATIC,ETH,BREAK,2025-09-16 14:48:48
ANKRBUSD,ANKR,BUSD,BREAK,2025-09-16 14:48:48
MANABRL,MANA,BRL,BREAK,2025-09-16 14:48:48
KP3RUSDT,KP3R,USDT,BREAK,2025-09-16 14:48:48
QIBUSD,QI,BUSD,BREAK,2025-09-16 14:48:48
QIBNB,QI,BNB,BREAK,2025-09-16 14:48:48
QIBTC,QI,BTC,BREAK,2025-09-16 14:48:48
PORTOBTC,PORTO,BTC,BREAK,2025-09-16 14:48:48
PORTOEUR,PORTO,EUR,BREAK,2025-09-16 14:48:48
POWRBUSD,POWR,BUSD,BREAK,2025-09-16 14:48:48
FISTRY,FIS,TRY,BREAK,2025-09-16 14:48:48
CHRETH,CHR,ETH,BREAK,2025-09-16 14:48:48
FISBIDR,FIS,BIDR,BREAK,2025-09-16 14:48:48
VGXUSDT,VGX,USDT,BREAK,2025-09-16 14:48:48
JASMYBUSD,JASMY,BUSD,BREAK,2025-09-16 14:48:48
JASMYBNB,JASMY,BNB,BREAK,2025-09-16 14:48:48
JASMYBTC,JASMY,BTC,BREAK,2025-09-16 14:48:48
AMPBTC,AMP,BTC,BREAK,2025-09-16 14:48:48
AMPBNB,AMP,BNB,BREAK,2025-09-16 14:48:48
AMPBUSD,AMP,BUSD,BREAK,2025-09-16 14:48:48
PLABTC,PLA,BTC,BREAK,2025-09-16 14:48:48
PLABNB,PLA,BNB,BREAK,2025-09-16 14:48:48
PLABUSD,PLA,BUSD,BREAK,2025-09-16 14:48:48
PLAUSDT,PLA,USDT,BREAK,2025-09-16 14:48:48
PYRBUSD,PYR,BUSD,BREAK,2025-09-16 14:48:48
RNDRBTC,RNDR,BTC,BREAK,2025-09-16 14:48:48
RNDRUSDT,RNDR,USDT,BREAK,2025-09-16 14:48:48
RNDRBUSD,RNDR,BUSD,BREAK,2025-09-16 14:48:48
ALCXBTC,ALCX,BTC,BREAK,2025-09-16 14:48:48
ALCXBUSD,ALCX,BUSD,BREAK,2025-09-16 14:48:48
SANTOSBRL,SANTOS,BRL,BREAK,2025-09-16 14:48:48
MCBTC,MC,BTC,BREAK,2025-09-16 14:48:48
MCBUSD,MC,BUSD,BREAK,2025-09-16 14:48:48
MCUSDT,MC,USDT,BREAK,2025-09-16 14:48:48
COCOSBUSD,COCOS,BUSD,BREAK,2025-09-16 14:48:48
NEORUB,NEO,RUB,BREAK,2025-09-16 14:48:48
SANDAUD,SAND,AUD,BREAK,2025-09-16 14:48:48
SLPBIDR,SLP,BIDR,BREAK,2025-09-16 14:48:48
ANYBTC,ANY,BTC,BREAK,2025-09-16 14:48:48
ANYBUSD,ANY,BUSD,BREAK,2025-09-16 14:48:48
ANYUSDT,ANY,USDT,BREAK,2025-09-16 14:48:48
BICOBUSD,BICO,BUSD,BREAK,2025-09-16 14:48:48
FLUXBUSD,FLUX,BUSD,BREAK,2025-09-16 14:48:48
REQBUSD,REQ,BUSD,BREAK,2025-09-16 14:48:48
SANDBRL,SAND,BRL,BREAK,2025-09-16 14:48:48
MANABIDR,MANA,BIDR,BREAK,2025-09-16 14:48:48
SANDBIDR,SAND,BIDR,BREAK,2025-09-16 14:48:48
VOXELBTC,VOXEL,BTC,BREAK,2025-09-16 14:48:48
VOXELBNB,VOXEL,BNB,BREAK,2025-09-16 14:48:48
VOXELBUSD,VOXEL,BUSD,BREAK,2025-09-16 14:48:48
COSBUSD,COS,BUSD,BREAK,2025-09-16 14:48:48
CTXCBUSD,CTXC,BUSD,BREAK,2025-09-16 14:48:48
FTMTRY,FTM,TRY,BREAK,2025-09-16 14:48:48
MANABNB,MANA,BNB,BREAK,2025-09-16 14:48:48
XTZTRY,XTZ,TRY,BREAK,2025-09-16 14:48:48
HIGHBTC,HIGH,BTC,BREAK,2025-09-16 14:48:48
HIGHBUSD,HIGH,BUSD,BREAK,2025-09-16 14:48:48
CVXBTC,CVX,BTC,BREAK,2025-09-16 14:48:48
CVXBUSD,CVX,BUSD,BREAK,2025-09-16 14:48:48
PEOPLEBUSD,PEOPLE,BUSD,BREAK,2025-09-16 14:48:48
OOKIBUSD,OOKI,BUSD,BREAK,2025-09-16 14:48:48
OOKIUSDT,OOKI,USDT,BREAK,2025-09-16 14:48:48
COCOSTRY,COCOS,TRY,BREAK,2025-09-16 14:48:48
GXSBNB,GXS,BNB,BREAK,2025-09-16 14:48:48
LUNAETH,LUNA,ETH,BREAK,2025-09-16 14:48:48
MDTBUSD,MDT,BUSD,BREAK,2025-09-16 14:48:48
NULSBUSD,NULS,BUSD,BREAK,2025-09-16 14:48:48
SPELLBTC,SPELL,BTC,BREAK,2025-09-16 14:48:48
SPELLBUSD,SPELL,BUSD,BREAK,2025-09-16 14:48:48
USTBTC,UST,BTC,BREAK,2025-09-16 14:48:48
USTBUSD,UST,BUSD,BREAK,2025-09-16 14:48:48
USTUSDT,UST,USDT,BREAK,2025-09-16 14:48:48
JOEBUSD,JOE,BUSD,BREAK,2025-09-16 14:48:48
DUSKBUSD,DUSK,BUSD,BREAK,2025-09-16 14:48:48
LUNABRL,LUNA,BRL,BREAK,2025-09-16 14:48:48
LUNAUST,LUNA,UST,BREAK,2025-09-16 14:48:48
ROSEBNB,ROSE,BNB,BREAK,2025-09-16 14:48:48
VOXELETH,VOXEL,ETH,BREAK,2025-09-16 14:48:48
ALICEBNB,ALICE,BNB,BREAK,2025-09-16 14:48:48
ETHUST,ETH,UST,BREAK,2025-09-16 14:48:48
GALAAUD,GALA,AUD,BREAK,2025-09-16 14:48:48
LRCBNB,LRC,BNB,BREAK,2025-09-16 14:48:48
ONEETH,ONE,ETH,BREAK,2025-09-16 14:48:48
OOKIBNB,OOKI,BNB,BREAK,2025-09-16 14:48:48
ACHBUSD,ACH,BUSD,BREAK,2025-09-16 14:48:48
IMXBUSD,IMX,BUSD,BREAK,2025-09-16 14:48:48
GLMRBUSD,GLMR,BUSD,BREAK,2025-09-16 14:48:48
ATOMBIDR,ATOM,BIDR,BREAK,2025-09-16 14:48:48
DYDXETH,DYDX,ETH,BREAK,2025-09-16 14:48:48
FARMETH,FARM,ETH,BREAK,2025-09-16 14:48:48
FORBNB,FOR,BNB,BREAK,2025-09-16 14:48:48
JASMYETH,JASMY,ETH,BREAK,2025-09-16 14:48:48
LINABNB,LINA,BNB,BREAK,2025-09-16 14:48:48
OOKIETH,OOKI,ETH,BREAK,2025-09-16 14:48:48
ROSEETH,ROSE,ETH,BREAK,2025-09-16 14:48:48
UMABUSD,UMA,BUSD,BREAK,2025-09-16 14:48:48
XTZETH,XTZ,ETH,BREAK,2025-09-16 14:48:48
LOKABTC,LOKA,BTC,BREAK,2025-09-16 14:48:48
LOKABNB,LOKA,BNB,BREAK,2025-09-16 14:48:48
LOKABUSD,LOKA,BUSD,BREAK,2025-09-16 14:48:48
LOKAUSDT,LOKA,USDT,BREAK,2025-09-16 14:48:48
ATOMBRL,ATOM,BRL,BREAK,2025-09-16 14:48:48
BNBUST,BNB,UST,BREAK,2025-09-16 14:48:48
CRVETH,CRV,ETH,BREAK,2025-09-16 14:48:48
HIGHBNB,HIGH,BNB,BREAK,2025-09-16 14:48:48
NEARRUB,NEAR,RUB,BREAK,2025-09-16 14:48:48
API3BUSD,API3,BUSD,BREAK,2025-09-16 14:48:48
BTTCUSDC,BTTC,USDC,BREAK,2025-09-16 14:48:48
ACABTC,ACA,BTC,BREAK,2025-09-16 14:48:48
ACABUSD,ACA,BUSD,BREAK,2025-09-16 14:48:48
ANCBTC,ANC,BTC,BREAK,2025-09-16 14:48:48
ANCBUSD,ANC,BUSD,BREAK,2025-09-16 14:48:48
ANCUSDT,ANC,USDT,BREAK,2025-09-16 14:48:48
BDOTDOT,BDOT,DOT,BREAK,2025-09-16 14:48:48
XNOETH,XNO,ETH,BREAK,2025-09-16 14:48:48
XNOBUSD,XNO,BUSD,BREAK,2025-09-16 14:48:48
KAVAETH,KAVA,ETH,BREAK,2025-09-16 14:48:48
MCBNB,MC,BNB,BREAK,2025-09-16 14:48:48
WOOBTC,WOO,BTC,BREAK,2025-09-16 14:48:48
WOOBNB,WOO,BNB,BREAK,2025-09-16 14:48:48
WOOBUSD,WOO,BUSD,BREAK,2025-09-16 14:48:48
CELRETH,CELR,ETH,BREAK,2025-09-16 14:48:48
PEOPLEBNB,PEOPLE,BNB,BREAK,2025-09-16 14:48:48
SLPBNB,SLP,BNB,BREAK,2025-09-16 14:48:48
SPELLBNB,SPELL,BNB,BREAK,2025-09-16 14:48:48
TFUELBUSD,TFUEL,BUSD,BREAK,2025-09-16 14:48:48
DARTRY,DAR,TRY,BREAK,2025-09-16 14:48:48
IDEXBNB,IDEX,BNB,BREAK,2025-09-16 14:48:48
ALPINEEUR,ALPINE,EUR,BREAK,2025-09-16 14:48:48
ALPINEBTC,ALPINE,BTC,BREAK,2025-09-16 14:48:48
TBUSD,T,BUSD,BREAK,2025-09-16 14:48:48
API3BNB,API3,BNB,BREAK,2025-09-16 14:48:48
BETAETH,BETA,ETH,BREAK,2025-09-16 14:48:48
TLMBNB,TLM,BNB,BREAK,2025-09-16 14:48:48
ASTRBUSD,ASTR,BUSD,BREAK,2025-09-16 14:48:48
GLMRBNB,GLMR,BNB,BREAK,2025-09-16 14:48:48
GMTBNB,GMT,BNB,BREAK,2025-09-16 14:48:48
GMTBUSD,GMT,BUSD,BREAK,2025-09-16 14:48:48
ANCBNB,ANC,BNB,BREAK,2025-09-16 14:48:48
KSMETH,KSM,ETH,BREAK,2025-09-16 14:48:48
KDABUSD,KDA,BUSD,BREAK,2025-09-16 14:48:48
APEBUSD,APE,BUSD,BREAK,2025-09-16 14:48:48
ALPINEBUSD,ALPINE,BUSD,BREAK,2025-09-16 14:48:48
LUNAGBP,LUNA,GBP,BREAK,2025-09-16 14:48:48
WAVESEUR,WAVES,EUR,BREAK,2025-09-16 14:48:48
APEEUR,APE,EUR,BREAK,2025-09-16 14:48:48
APEGBP,APE,GBP,BREAK,2025-09-16 14:48:48
BSWUSDT,BSW,USDT,BREAK,2025-09-16 14:48:48
BSWBUSD,BSW,BUSD,BREAK,2025-09-16 14:48:48
BSWBNB,BSW,BNB,BREAK,2025-09-16 14:48:48
APEBNB,APE,BNB,BREAK,2025-09-16 14:48:48
GMTBRL,GMT,BRL,BREAK,2025-09-16 14:48:48
GMTETH,GMT,ETH,BREAK,2025-09-16 14:48:48
SANTOSBUSD,SANTOS,BUSD,BREAK,2025-09-16 14:48:48
APEAUD,APE,AUD,BREAK,2025-09-16 14:48:48
IMXBNB,IMX,BNB,BREAK,2025-09-16 14:48:48
AVAXGBP,AVAX,GBP,BREAK,2025-09-16 14:48:48
MULTIBTC,MULTI,BTC,BREAK,2025-09-16 14:48:48
MULTIBUSD,MULTI,BUSD,BREAK,2025-09-16 14:48:48
MULTIUSDT,MULTI,USDT,BREAK,2025-09-16 14:48:48
APEETH,APE,ETH,BREAK,2025-09-16 14:48:48
BSWETH,BSW,ETH,BREAK,2025-09-16 14:48:48
FTMEUR,FTM,EUR,BREAK,2025-09-16 14:48:48
GMTGBP,GMT,GBP,BREAK,2025-09-16 14:48:48
WAVESTRY,WAVES,TRY,BREAK,2025-09-16 14:48:48
BTCUST,BTC,UST,BREAK,2025-09-16 14:48:48
ASTRETH,ASTR,ETH,BREAK,2025-09-16 14:48:48
BSWTRY,BSW,TRY,BREAK,2025-09-16 14:48:48
FTTETH,FTT,ETH,BREAK,2025-09-16 14:48:48
FUNBNB,FUN,BNB,BREAK,2025-09-16 14:48:48
PORTOBUSD,PORTO,BUSD,BREAK,2025-09-16 14:48:48
ZILEUR,ZIL,EUR,BREAK,2025-09-16 14:48:48
APEBRL,APE,BRL,BREAK,2025-09-16 14:48:48
BTTCBUSD,BTTC,BUSD,BREAK,2025-09-16 14:48:48
GMTAUD,GMT,AUD,BREAK,2025-09-16 14:48:48
MBLBUSD,MBL,BUSD,BREAK,2025-09-16 14:48:48
MOBUSDT,MOB,USDT,BREAK,2025-09-16 14:48:48
MOBBUSD,MOB,BUSD,BREAK,2025-09-16 14:48:48
MOBBTC,MOB,BTC,BREAK,2025-09-16 14:48:48
NEXOBUSD,NEXO,BUSD,BREAK,2025-09-16 14:48:48
REIBNB,REI,BNB,BREAK,2025-09-16 14:48:48
REIETH,REI,ETH,BREAK,2025-09-16 14:48:48
GALUSDT,GAL,USDT,BREAK,2025-09-16 14:48:48
GALBUSD,GAL,BUSD,BREAK,2025-09-16 14:48:48
GALBNB,GAL,BNB,BREAK,2025-09-16 14:48:48
GALBTC,GAL,BTC,BREAK,2025-09-16 14:48:48
JASMYEUR,JASMY,EUR,BREAK,2025-09-16 14:48:48
KNCBNB,KNC,BNB,BREAK,2025-09-16 14:48:48
SHIBGBP,SHIB,GBP,BREAK,2025-09-16 14:48:48
GALEUR,GAL,EUR,BREAK,2025-09-16 14:48:48
GALTRY,GAL,TRY,BREAK,2025-09-16 14:48:48
LDOBUSD,LDO,BUSD,BREAK,2025-09-16 14:48:48
DAREUR,DAR,EUR,BREAK,2025-09-16 14:48:48
DARETH,DAR,ETH,BREAK,2025-09-16 14:48:48
ALGOETH,ALGO,ETH,BREAK,2025-09-16 14:48:48
GALETH,GAL,ETH,BREAK,2025-09-16 14:48:48
EPXUSDT,EPX,USDT,BREAK,2025-09-16 14:48:48
EPXBUSD,EPX,BUSD,BREAK,2025-09-16 14:48:48
RUNETRY,RUNE,TRY,BREAK,2025-09-16 14:48:48
GALBRL,GAL,BRL,BREAK,2025-09-16 14:48:48
STEEMBUSD,STEEM,BUSD,BREAK,2025-09-16 14:48:48
CVCBUSD,CVC,BUSD,BREAK,2025-09-16 14:48:48
REIBUSD,REI,BUSD,BREAK,2025-09-16 14:48:48
DREPBUSD,DREP,BUSD,BREAK,2025-09-16 14:48:48
AKROBUSD,AKRO,BUSD,BREAK,2025-09-16 14:48:48
PUNDIXBUSD,PUNDIX,BUSD,BREAK,2025-09-16 14:48:48
LUNCBUSD,LUNC,BUSD,BREAK,2025-09-16 14:48:48
USTCBUSD,USTC,BUSD,BREAK,2025-09-16 14:48:48
OPBUSD,OP,BUSD,BREAK,2025-09-16 14:48:48
OGBUSD,OG,BUSD,BREAK,2025-09-16 14:48:48
KEYBUSD,KEY,BUSD,BREAK,2025-09-16 14:48:48
ASRBUSD,ASR,BUSD,BREAK,2025-09-16 14:48:48
FIROBUSD,FIRO,BUSD,BREAK,2025-09-16 14:48:48
NKNBUSD,NKN,BUSD,BREAK,2025-09-16 14:48:48
OPBNB,OP,BNB,BREAK,2025-09-16 14:48:48
GTOBUSD,GTO,BUSD,BREAK,2025-09-16 14:48:48
SNXETH,SNX,ETH,BREAK,2025-09-16 14:48:48
WBTCBUSD,WBTC,BUSD,BREAK,2025-09-16 14:48:48
BELETH,BEL,ETH,BREAK,2025-09-16 14:48:48
LITETH,LIT,ETH,BREAK,2025-09-16 14:48:48
LEVERUSDT,LEVER,USDT,BREAK,2025-09-16 14:48:48
LEVERBUSD,LEVER,BUSD,BREAK,2025-09-16 14:48:48
BURGERETH,BURGER,ETH,BREAK,2025-09-16 14:48:48
PEOPLEETH,PEOPLE,ETH,BREAK,2025-09-16 14:48:48
UNFIETH,UNFI,ETH,BREAK,2025-09-16 14:48:48
BONDETH,BOND,ETH,BREAK,2025-09-16 14:48:48
WINGETH,WING,ETH,BREAK,2025-09-16 14:48:48
GLMBUSD,GLM,BUSD,BREAK,2025-09-16 14:48:48
SSVBUSD,SSV,BUSD,BREAK,2025-09-16 14:48:48
STGBUSD,STG,BUSD,BREAK,2025-09-16 14:48:48
ARKBUSD,ARK,BUSD,BREAK,2025-09-16 14:48:48
BETHBUSD,BETH,BUSD,BREAK,2025-09-16 14:48:48
LOOMBUSD,LOOM,BUSD,BREAK,2025-09-16 14:48:48
SNMBUSD,SNM,BUSD,BREAK,2025-09-16 14:48:48
AMBBUSD,AMB,BUSD,BREAK,2025-09-16 14:48:48
PHBBUSD,PHB,BUSD,BREAK,2025-09-16 14:48:48
GASBUSD,GAS,BUSD,BREAK,2025-09-16 14:48:48
NEBLBUSD,NEBL,BUSD,BREAK,2025-09-16 14:48:48
PROSBUSD,PROS,BUSD,BREAK,2025-09-16 14:48:48
VIBBUSD,VIB,BUSD,BREAK,2025-09-16 14:48:48
GMXBTC,GMX,BTC,BREAK,2025-09-16 14:48:48
GMXBUSD,GMX,BUSD,BREAK,2025-09-16 14:48:48
AGIXBUSD,AGIX,BUSD,BREAK,2025-09-16 14:48:48
NEBLUSDT,NEBL,USDT,BREAK,2025-09-16 14:48:48
SNTBUSD,SNT,BUSD,BREAK,2025-09-16 14:48:48
POLYXBUSD,POLYX,BUSD,BREAK,2025-09-16 14:48:48
APTBUSD,APT,BUSD,BREAK,2025-09-16 14:48:48
BUSDPLN,BUSD,PLN,BREAK,2025-09-16 14:48:48
APTBRL,APT,BRL,BREAK,2025-09-16 14:48:48
QKCBUSD,QKC,BUSD,BREAK,2025-09-16 14:48:48
OSMOBTC,OSMO,BTC,BREAK,2025-09-16 14:48:48
OSMOBUSD,OSMO,BUSD,BREAK,2025-09-16 14:48:48
HFTBUSD,HFT,BUSD,BREAK,2025-09-16 14:48:48
ARPAETH,ARPA,ETH,BREAK,2025-09-16 14:48:48
VITEBUSD,VITE,BUSD,BREAK,2025-09-16 14:48:48
HOOKBTC,HOOK,BTC,BREAK,2025-09-16 14:48:48
HOOKBUSD,HOOK,BUSD,BREAK,2025-09-16 14:48:48
HOOKBNB,HOOK,BNB,BREAK,2025-09-16 14:48:48
MAGICBUSD,MAGIC,BUSD,BREAK,2025-09-16 14:48:48
BUSDRON,BUSD,RON,BREAK,2025-09-16 14:48:48
HIFIETH,HIFI,ETH,BREAK,2025-09-16 14:48:48
RPLBTC,RPL,BTC,BREAK,2025-09-16 14:48:48
RPLBUSD,RPL,BUSD,BREAK,2025-09-16 14:48:48
PROSUSDT,PROS,USDT,BREAK,2025-09-16 14:48:48
GFTBUSD,GFT,BUSD,BREAK,2025-09-16 14:48:48
AGIXUSDT,AGIX,USDT,BREAK,2025-09-16 14:48:48
GNSBTC,GNS,BTC,BREAK,2025-09-16 14:48:48
SYNBTC,SYN,BTC,BREAK,2025-09-16 14:48:48
VIBUSDT,VIB,USDT,BREAK,2025-09-16 14:48:48
LQTYBTC,LQTY,BTC,BREAK,2025-09-16 14:48:48
AMBUSDT,AMB,USDT,BREAK,2025-09-16 14:48:48
BETHUSDT,BETH,USDT,BREAK,2025-09-16 14:48:48
UFTUSDT,UFT,USDT,BREAK,2025-09-16 14:48:48
IDBNB,ID,BNB,BREAK,2025-09-16 14:48:48
AGIXTRY,AGIX,TRY,BREAK,2025-09-16 14:48:48
LOOMUSDT,LOOM,USDT,BREAK,2025-09-16 14:48:48
OAXUSDT,OAX,USDT,BREAK,2025-09-16 14:48:48
IDTUSD,ID,TUSD,BREAK,2025-09-16 14:48:48
IDEUR,ID,EUR,BREAK,2025-09-16 14:48:48
LDOTUSD,LDO,TUSD,BREAK,2025-09-16 14:48:48
MATICTUSD,MATIC,TUSD,BREAK,2025-09-16 14:48:48
OPTUSD,OP,TUSD,BREAK,2025-09-16 14:48:48
SSVTUSD,SSV,TUSD,BREAK,2025-09-16 14:48:48
RDNTBTC,RDNT,BTC,BREAK,2025-09-16 14:48:48
RDNTTUSD,RDNT,TUSD,BREAK,2025-09-16 14:48:48
ARBRUB,ARB,RUB,BREAK,2025-09-16 14:48:48
JOETRY,JOE,TRY,BREAK,2025-09-16 14:48:48
XVSTRY,XVS,TRY,BREAK,2025-09-16 14:48:48
USDTRON,USDT,RON,BREAK,2025-09-16 14:48:48
EDUTUSD,EDU,TUSD,BREAK,2025-09-16 14:48:48
EDUBNB,EDU,BNB,BREAK,2025-09-16 14:48:48
EDUBTC,EDU,BTC,BREAK,2025-09-16 14:48:48
EDUEUR,EDU,EUR,BREAK,2025-09-16 14:48:48
SUITUSD,SUI,TUSD,BREAK,2025-09-16 14:48:48
AERGOUSDT,AERGO,USDT,BREAK,2025-09-16 14:48:48
RNDRTRY,RNDR,TRY,BREAK,2025-09-16 14:48:48
PEPETUSD,PEPE,TUSD,BREAK,2025-09-16 14:48:48
FLOKITUSD,FLOKI,TUSD,BREAK,2025-09-16 14:48:48
ASTUSDT,AST,USDT,BREAK,2025-09-16 14:48:48
SNTUSDT,SNT,USDT,BREAK,2025-09-16 14:48:48
COMBOUSDT,COMBO,USDT,BREAK,2025-09-16 14:48:48
COMBOBNB,COMBO,BNB,BREAK,2025-09-16 14:48:48
COMBOTRY,COMBO,TRY,BREAK,2025-09-16 14:48:48
MAVTUSD,MAV,TUSD,BREAK,2025-09-16 14:48:48
CFXTUSD,CFX,TUSD,BREAK,2025-09-16 14:48:48
PENDLETUSD,PENDLE,TUSD,BREAK,2025-09-16 14:48:48
OCEANTRY,OCEAN,TRY,BREAK,2025-09-16 14:48:48
TUSDTRY,TUSD,TRY,BREAK,2025-09-16 14:48:48
XVGTUSD,XVG,TUSD,BREAK,2025-09-16 14:48:48
ARKMTUSD,ARKM,TUSD,BREAK,2025-09-16 14:48:48
AVAXTUSD,AVAX,TUSD,BREAK,2025-09-16 14:48:48
COMPTUSD,COMP,TUSD,BREAK,2025-09-16 14:48:48
QUICKTUSD,QUICK,TUSD,BREAK,2025-09-16 14:48:48
FDUSDBUSD,FDUSD,BUSD,BREAK,2025-09-16 14:48:48
ARKMRUB,ARKM,RUB,BREAK,2025-09-16 14:48:48
WLDRUB,WLD,RUB,BREAK,2025-09-16 14:48:48
ACMTRY,ACM,TRY,BREAK,2025-09-16 14:48:48
CYBERTUSD,CYBER,TUSD,BREAK,2025-09-16 14:48:48
SEITUSD,SEI,TUSD,BREAK,2025-09-16 14:48:48
TOMOTRY,TOMO,TRY,BREAK,2025-09-16 14:48:48
UNFITRY,UNFI,TRY,BREAK,2025-09-16 14:48:48
MTLTRY,MTL,TRY,BREAK,2025-09-16 14:48:48
CREAMUSDT,CREAM,USDT,BREAK,2025-09-16 14:48:48
GFTUSDT,GFT,USDT,BREAK,2025-09-16 14:48:48
USDTVAI,USDT,VAI,BREAK,2025-09-16 14:48:48
FRONTTRY,FRONT,TRY,BREAK,2025-09-16 14:48:48
NTRNBTC,NTRN,BTC,BREAK,2025-09-16 14:48:48
FRONTTUSD,FRONT,TUSD,BREAK,2025-09-16 14:48:48
LEVERTRY,LEVER,TRY,BREAK,2025-09-16 14:48:48
RUNETUSD,RUNE,TUSD,BREAK,2025-09-16 14:48:48
BANDTRY,BAND,TRY,BREAK,2025-09-16 14:48:48
LOOMTRY,LOOM,TRY,BREAK,2025-09-16 14:48:48
MATICFDUSD,MATIC,FDUSD,BREAK,2025-09-16 14:48:48
ALGOFDUSD,ALGO,FDUSD,BREAK,2025-09-16 14:48:48
FTMFDUSD,FTM,FDUSD,BREAK,2025-09-16 14:48:48
MEMEBNB,MEME,BNB,BREAK,2025-09-16 14:48:48
MEMETUSD,MEME,TUSD,BREAK,2025-09-16 14:48:48
GASFDUSD,GAS,FDUSD,BREAK,2025-09-16 14:48:48
INJTUSD,INJ,TUSD,BREAK,2025-09-16 14:48:48
ORDITUSD,ORDI,TUSD,BREAK,2025-09-16 14:48:48
RNDRFDUSD,RNDR,FDUSD,BREAK,2025-09-16 14:48:48
SHIBTUSD,SHIB,TUSD,BREAK,2025-09-16 14:48:48
CAKETUSD,CAKE,TUSD,BREAK,2025-09-16 14:48:48
TIATUSD,TIA,TUSD,BREAK,2025-09-16 14:48:48
DOTTUSD,DOT,TUSD,BREAK,2025-09-16 14:48:48
VICBTC,VIC,BTC,BREAK,2025-09-16 14:48:48
BLURBTC,BLUR,BTC,BREAK,2025-09-16 14:48:48
BLURFDUSD,BLUR,FDUSD,BREAK,2025-09-16 14:48:48
SUPERFDUSD,SUPER,FDUSD,BREAK,2025-09-16 14:48:48
USTCFDUSD,USTC,FDUSD,BREAK,2025-09-16 14:48:48
VANRYBTC,VANRY,BTC,BREAK,2025-09-16 14:48:48
BTCAEUR,BTC,AEUR,BREAK,2025-09-16 14:48:48
ETHAEUR,ETH,AEUR,BREAK,2025-09-16 14:48:48
EURAEUR,EUR,AEUR,BREAK,2025-09-16 14:48:48
